name;characteristics;volume;price;storage_condititon_ID;shell_life_in_days;supplier;item_type_ID
4487;d;0;33256;6;80;Dibbert - Gutmann;4
4488;h;10;32839;6;187;Okuneva, Ortiz and Nitzsche;10
4489;n;11;15837;3;312;Hermann, Reichert and Stokes;3
4490;O;6;79497;7;442;Lesch, Robel and Williamson;2
4491;k;7;39355;5;802;Kuhic, Carroll and Hauck;7
4492;5;21;18059;6;835;Morar - O'Hara;2
4493;v;4;33775;8;535;Effertz, Larson and Turcotte;8
4494;b;19;5999;3;558;Crooks and Sons;5
4495;j;27;84566;5;373;Predovic Inc;9
4496;n;9;3839;0;246;Huels Group;10
4497;A;14;91458;0;613;Crist Group;7
4498;N;6;21534;0;805;Green Inc;3
4499;%;13;49669;1;391;Metz Group;5
4500;4;22;33507;8;246;Reichert - Boyer;5
4501;e;23;15525;5;203;Borer, Hyatt and Emard;4
4502;7;25;61477;9;675;Dietrich - Jerde;10
4503;8;13;61535;10;612;Wisoky and Sons;4
4504;X;27;91058;7;279;Jakubowski, King and Emard;5
4505;A;26;4731;4;819;Kutch, Frami and Crona;2
4506;z;20;35184;2;984;Denesik - Hills;4
4507;^;17;55090;7;277;O'Reilly, Doyle and Boyle;2
4508;&;22;63880;8;702;Abbott Inc;5
4509;d;9;67469;1;710;Hintz Group;2
4510;b;18;21880;8;849;Reichert, Volkman and Reichel;0
4511;(;20;82055;2;61;Rohan, Olson and Hodkiewicz;4
4512;t;30;58330;6;860;Ankunding, Kuvalis and Langosh;10
4513;);1;49846;7;606;Cronin Group;9
4514;K;23;91277;7;142;MacGyver LLC;0
4515;t;9;40006;10;729;Wilderman - Fadel;10
4516;F;29;2484;0;588;Hettinger, Altenwerth and Maggio;2
4517;U;2;62060;6;250;Feest and Sons;5
4518;V;2;78598;2;153;Leffler, Borer and Ankunding;1
4519;D;21;42957;8;349;Rohan - Pagac;8
4520;9;16;26568;9;932;Ward Inc;2
4521;*;24;94328;10;848;Rippin and Sons;4
4522;E;13;611;7;59;Funk, Konopelski and Gerlach;1
4523;U;10;39375;10;985;Walter Group;0
4524;@;4;25354;7;132;Koss - Kreiger;8
4525;V;21;11207;0;313;Kulas, Johnson and Stark;6
4526;4;22;24309;8;904;Hegmann Inc;10
4527;y;9;39259;5;899;Brown Group;5
4528;9;20;63596;3;582;Johns Inc;3
4529;5;25;42336;9;687;Tremblay Inc;2
4530;v;15;54471;5;166;Maggio and Sons;2
4531;j;5;67464;7;582;Langosh Group;4
4532;n;20;34227;2;527;Runte - Gutmann;10
4533;a;7;20299;7;368;Franey, Emard and Cole;8
4534;T;9;43368;6;498;Bins - Rice;5
4535;0;14;85627;2;422;Berge Group;1
4536;^;1;12934;2;209;Considine - Hilll;9
4537;7;22;62862;8;172;Barton Group;9
4538;S;0;36984;10;896;Hermiston and Sons;6
4539;D;0;60837;1;453;Buckridge Inc;6
4540;S;24;28849;5;608;Rohan, Purdy and Ferry;2
4541;v;6;2494;8;351;Kunze - Metz;7
4542;W;30;30343;2;484;Boyle - Casper;0
4543;);25;85008;8;778;Sanford Inc;9
4544;H;1;33079;3;982;Parker - Heaney;1
4545;c;20;96717;9;701;Lang, Aufderhar and Borer;6
4546;Q;9;1363;6;783;Jakubowski - Bartoletti;10
4547;c;3;30157;5;461;Abernathy Inc;1
4548;F;2;29335;4;197;Bruen - O'Reilly;1
4549;I;4;40490;8;834;Davis - Towne;3
4550;n;26;47492;1;191;Ebert - Heidenreich;5
4551;K;10;29511;3;458;Graham and Sons;6
4552;X;14;89994;3;252;Smith, O'Kon and Grant;9
4553;e;22;58753;7;935;Howe Inc;0
4554;z;10;82624;5;101;Hackett - Daugherty;4
4555;B;28;91085;9;287;Ferry, Kris and O'Reilly;2
4556;L;1;61209;7;595;Lowe, Labadie and Morar;5
4557;l;15;57341;10;444;Mayert, Kozey and Leuschke;5
4558;K;8;39772;9;925;Glover - Fisher;6
4559;O;9;15752;3;389;Bins Inc;4
4560;x;11;34773;5;36;Heaney, Hoppe and Lockman;7
4561;8;10;78058;9;555;Goldner Inc;1
4562;x;19;20822;1;112;Satterfield, McDermott and Koss;8
4563;U;12;22300;9;706;Legros Group;2
4564;Z;19;7211;2;857;MacGyver - Stanton;4
4565;N;11;37456;4;666;Hickle LLC;0
4566;7;0;29998;1;654;Gutmann and Sons;8
4567;o;28;69554;4;260;Dach, Bradtke and Tromp;7
4568;m;2;80178;3;981;Hodkiewicz and Sons;4
4569;b;9;54511;2;138;Hickle - Larkin;1
4570;A;4;54308;9;304;Huels - Leffler;8
4571;#;6;54458;10;767;Feeney - Fadel;0
4572;Q;0;60997;10;346;Barrows and Sons;1
4573;7;13;31146;10;614;Reynolds - Howe;6
4574;1;7;2443;7;864;Gleason and Sons;1
4575;@;25;53194;5;81;Littel - Cummings;7
4576;v;5;63040;8;762;West - Runolfsson;3
4577;&;10;89801;3;781;Mraz Inc;2
4578;l;13;2043;9;608;Crona, Waters and Collins;1
4579;H;11;20824;8;951;Hettinger Group;3
4580;E;17;13897;9;935;Littel, Koch and Connelly;5
4581;8;28;88798;5;657;Krajcik Inc;7
4582;@;17;69766;7;474;Pouros and Sons;4
4583;C;9;71922;10;248;Bruen, Schowalter and Hoppe;8
4584;M;17;52468;5;816;Gleichner LLC;8
4585;0;30;57924;3;187;Wisoky Inc;4
4586;c;29;22671;10;24;Gerlach - Keeling;10
4587;f;22;50051;1;578;Kemmer, Hickle and Zemlak;6
4588;$;27;28586;9;41;Cartwright, Mante and Gleichner;7
4589;u;7;6064;9;908;Witting Inc;7
4590;u;29;17959;6;251;Keeling LLC;9
4591;b;1;37644;8;61;Quitzon, Torphy and Koch;4
4592;d;30;23943;0;531;Schmeler, White and Goyette;3
4593;H;19;61347;1;648;Baumbach - Roob;7
4594;$;24;43684;1;235;Rutherford and Sons;0
4595;f;11;74206;9;172;Johnston - Corwin;2
4596;G;19;45632;4;605;Waters - Senger;10
4597;e;20;85595;6;166;West - Beier;10
4598;F;17;14709;1;55;Bode - Stanton;4
4599;y;17;57792;5;736;Mayert - Haley;0
4600;u;10;8176;6;316;Moen LLC;1
4601;Q;15;26009;0;859;Gottlieb and Sons;6
4602;C;13;33617;6;928;Littel, Kihn and Stanton;5
4603;b;23;4377;2;427;Hettinger Group;9
4604;B;7;17041;6;505;Schiller, Lowe and Tillman;0
4605;L;28;55541;1;323;Hartmann, Schimmel and Blanda;3
4606;3;20;16781;9;596;Sawayn - Heidenreich;8
4607;W;4;63083;6;933;Zulauf, Luettgen and Schaefer;5
4608;K;21;77485;6;391;Parker - Swift;5
4609;T;18;27002;8;822;Haley Group;5
4610;I;11;62725;1;283;Shields, Crist and Cruickshank;6
4611;Y;23;44819;7;91;O'Hara LLC;7
4612;q;22;71421;8;89;Bogan Inc;10
4613;);28;15850;1;797;Mitchell Inc;8
4614;k;23;44508;8;783;Haley, Marvin and Thompson;10
4615;o;5;95575;1;884;Turcotte - Schaden;3
4616;P;25;72181;9;669;Willms Inc;0
4617;#;22;98067;7;473;McGlynn LLC;4
4618;i;23;28462;8;309;Ruecker - Olson;3
4619;E;19;13428;2;166;Jenkins - Hegmann;6
4620;O;6;81189;1;384;Hane LLC;10
4621;e;20;67603;2;737;Pfannerstill - Runolfsson;3
4622;U;24;14856;10;520;Beahan LLC;8
4623;G;23;22098;0;422;Corwin Group;9
4624;Q;22;33607;6;280;Johnson - Barrows;0
4625;E;2;73655;5;375;Schiller, Schulist and Kirlin;7
4626;q;3;13581;10;254;Macejkovic Inc;8
4627;M;25;56197;6;928;Lueilwitz, Friesen and Cummerata;7
4628;J;4;99754;6;514;Lueilwitz Group;1
4629;Q;22;37601;5;807;Bruen and Sons;0
4630;U;14;58454;9;164;Trantow, Watsica and Satterfield;9
4631;V;21;45188;2;361;Hoppe - Mohr;7
4632;p;28;76943;7;346;Boyer Group;7
4633;G;4;48316;9;42;Barton - Cassin;10
4634;^;5;13973;0;686;Ritchie, Kulas and Franey;9
4635;1;1;53483;9;338;Kreiger, Satterfield and Davis;3
4636;2;28;65231;4;130;Kertzmann, Toy and Hirthe;9
4637;V;9;36071;9;880;Hettinger, Kertzmann and Sawayn;2
4638;u;0;93241;10;454;Mante - Smith;0
4639;W;15;42175;8;975;Langworth and Sons;4
4640;*;24;84606;10;105;Abernathy - Fritsch;5
4641;U;17;34899;6;740;Davis - Block;0
4642;t;24;58628;10;88;Champlin, Boehm and Raynor;10
4643;%;7;29998;1;921;Ratke Group;1
4644;y;18;70454;10;870;Lakin - Effertz;9
4645;0;21;54659;3;30;Hermann, Jacobs and Brown;5
4646;R;22;39144;1;619;Breitenberg, Kuhic and Bashirian;8
4647;T;21;28141;5;396;Gutkowski Group;10
4648;d;14;80875;7;933;Nicolas, Fritsch and Daniel;2
4649;4;3;44133;10;529;Nicolas and Sons;9
4650;K;5;27469;1;433;Murray LLC;0
4651;%;25;32112;2;44;Stanton - Lockman;5
4652;1;10;30358;9;976;Watsica - Fay;1
4653;Z;6;44966;5;906;Ullrich, Haley and D'Amore;10
4654;w;30;15961;7;584;Beer, Leffler and Hilpert;7
4655;&;16;77358;5;800;Beahan - Conn;2
4656;K;6;90158;2;336;Windler LLC;3
4657;o;13;67506;2;815;Bailey - Leffler;0
4658;u;30;77316;0;770;Orn - Bernier;8
4659;3;0;2688;5;498;Franecki - Mills;4
4660;n;6;16816;7;724;Bins, Lebsack and Thiel;7
4661;P;18;10900;6;532;Kozey LLC;1
4662;T;29;78232;8;17;Dickens Group;6
4663;a;29;94366;1;681;Bechtelar - Brakus;3
4664;*;29;2177;8;184;Ullrich - Medhurst;2
4665;Y;22;48695;3;124;Kuphal, Feil and Johns;6
4666;t;0;32629;6;136;Heathcote - Nikolaus;1
4667;n;12;80153;7;55;Schoen LLC;0
4668;0;26;49673;1;629;Greenfelder Group;4
4669;%;8;36115;4;15;Purdy Inc;0
4670;g;17;65750;2;356;Gislason - Labadie;5
4671;K;27;32765;3;502;Kris, Bernier and Wilkinson;3
4672;z;1;13943;9;899;Lesch - Herzog;1
4673;t;9;2658;5;12;Langosh - Towne;8
4674;I;12;79990;9;89;Prosacco, Gerlach and Brekke;6
4675;C;27;34038;2;363;Schulist Inc;3
4676;h;4;30345;2;332;Lang and Sons;1
4677;3;16;56671;5;542;Ryan - Kshlerin;6
4678;6;29;61842;9;337;Sporer, Green and Bailey;9
4679;5;8;54047;2;589;Lind, Welch and Lang;8
4680;^;7;68554;7;293;Crooks - Feil;6
4681;7;4;4780;1;157;Stokes - Boehm;8
4682;s;14;33351;0;421;Frami Inc;10
4683;N;6;11115;4;998;Turner - Bahringer;5
4684;V;13;55884;0;598;Murazik and Sons;3
4685;e;18;97914;0;262;Bradtke, Hahn and Fritsch;8
4686;K;24;58719;8;266;Adams Group;8
4687;c;12;8222;10;906;Kuphal, Padberg and Oberbrunner;1
4688;T;9;45220;3;711;Stokes - Krajcik;2
4689;T;1;73654;5;203;Jerde - Franey;4
4690;p;6;51868;8;642;O'Hara Group;9
4691;*;3;62200;4;480;Schmidt - Erdman;7
4692;%;10;53147;9;192;Osinski LLC;10
4693;$;22;82744;4;47;Boyle - Kshlerin;1
4694;M;25;54673;9;758;Brakus, Langworth and Huel;4
4695;);19;42235;10;674;Keebler, Kling and Upton;2
4696;y;14;38715;4;931;Schmeler and Sons;4
4697;L;19;63495;1;892;Weber LLC;2
4698;X;16;21288;3;49;Morissette, Wolff and Mante;7
4699;j;20;98102;3;611;Stehr Group;9
4700;A;17;59942;5;906;Heller LLC;9
4701;L;3;42561;1;701;Kling, Macejkovic and Rolfson;9
4702;M;27;34236;7;24;Crist Inc;8
4703;M;7;72079;1;320;Schumm Group;10
4704;u;27;6439;0;759;Feil and Sons;8
4705;n;30;48734;10;194;Miller - Trantow;4
4706;9;14;44642;2;338;O'Kon Inc;9
4707;S;4;37451;3;813;Rodriguez, Terry and Kovacek;3
4708;u;10;63199;9;559;Parker, Bayer and Johnston;8
4709;);25;70409;7;180;Padberg, Hahn and D'Amore;3
4710;e;29;4443;10;10;Balistreri Group;10
4711;b;14;81140;7;899;Bailey, Effertz and Dickinson;8
4712;s;16;95706;3;578;Schulist - Romaguera;2
4713;G;4;1632;1;618;Bosco LLC;3
4714;H;19;77609;3;905;Streich - Stoltenberg;5
4715;O;25;70658;6;371;Rowe LLC;7
4716;A;9;10405;6;357;Fahey, Dietrich and Pfannerstill;9
4717;*;15;97758;2;491;Daugherty - Senger;5
4718;E;21;48215;6;820;Renner Group;6
4719;5;27;99577;7;226;Rath - Bergnaum;6
4720;K;13;22420;9;376;Monahan - Hartmann;9
4721;W;29;23623;10;234;Hand, O'Kon and Mraz;1
4722;V;28;94459;7;763;Heller, Ankunding and Boyle;3
4723;q;21;70740;0;854;Durgan and Sons;6
4724;i;6;89280;1;918;Carter and Sons;2
4725;h;0;42378;1;30;Rodriguez - Shields;9
4726;Y;19;64508;1;858;Sipes - Bernier;5
4727;r;16;2064;10;414;Ortiz, Klein and Shanahan;7
4728;C;9;17264;8;471;Kihn, Maggio and Grady;6
4729;P;23;4357;3;381;Jacobi Inc;1
4730;V;12;78198;0;385;Littel, Koss and Bailey;10
4731;m;26;67366;5;167;Dibbert Group;1
4732;#;25;61585;7;387;Stark and Sons;7
4733;0;10;81636;3;976;Goldner, McCullough and Wilderman;0
4734;j;20;39786;5;153;D'Amore, Beahan and Runolfsdottir;7
4735;A;28;8550;4;68;Turcotte LLC;6
4736;5;30;42339;6;842;Kreiger, Nikolaus and Bruen;1
4737;);11;92243;5;552;Sporer - Heidenreich;10
4738;^;13;30345;2;603;Kuphal, Parisian and Schumm;2
4739;V;11;61921;8;674;Lynch Inc;7
4740;r;30;49769;8;577;Hahn - Lubowitz;0
4741;v;10;39058;1;986;Dickinson LLC;1
4742;q;23;85718;4;262;Labadie - Glover;7
4743;#;2;48499;4;873;Auer - Gusikowski;3
4744;0;1;12689;1;656;Bayer, Cremin and Smitham;10
4745;R;5;13935;4;208;Mosciski - Gottlieb;9
4746;O;29;56083;10;313;Stamm, Howe and Sanford;3
4747;^;0;80596;1;777;Gutmann, Altenwerth and Runolfsson;7
4748;T;4;5533;3;209;Nienow, Russel and Hammes;0
4749;F;21;34305;6;849;Fritsch and Sons;8
4750;9;6;26874;6;578;Bashirian and Sons;4
4751;o;12;9838;3;379;Ebert LLC;9
4752;K;10;86381;0;483;Huel LLC;6
4753;I;18;48423;2;511;Trantow - Hegmann;2
4754;I;6;83582;9;360;Miller, Nader and Leannon;8
4755;m;22;29544;8;532;Beahan - Fisher;4
4756;o;9;96088;10;126;Donnelly Inc;0
4757;A;17;6190;6;142;Rempel Inc;5
4758;T;15;36188;4;491;Lesch, Upton and Koch;1
4759;D;18;23912;7;737;Bernier and Sons;10
4760;u;28;45585;0;426;Bahringer Inc;0
4761;Z;30;83664;5;335;Mayert - Lang;0
4762;%;22;44107;2;231;Kuhic - Dickens;4
4763;&;27;45444;9;294;Johnston Group;1
4764;Y;17;13336;4;443;Bosco, Tillman and Weimann;8
4765;h;4;46883;5;953;O'Kon - Jaskolski;6
4766;1;0;47548;10;570;Okuneva Group;9
4767;z;24;64741;4;305;McCullough - Predovic;3
4768;P;29;61743;2;235;Lehner LLC;9
4769;$;24;18099;9;17;West, Robel and Crooks;9
4770;h;17;28008;5;987;Skiles - Boyer;4
4771;);14;59411;2;333;Halvorson, Wilderman and Wuckert;3
4772;P;24;32822;5;248;Dooley - Mayer;4
4773;J;4;13939;3;173;McClure, Glover and Abbott;0
4774;3;26;4185;5;631;Wunsch - Blick;9
4775;@;25;25984;5;502;Moore, Bogisich and Mohr;5
4776;g;15;73074;7;656;Koch and Sons;5
4777;W;16;79907;10;9;Dietrich, Baumbach and Tromp;4
4778;9;19;29574;3;210;O'Connell, Parker and Brekke;3
4779;A;11;89562;5;336;Harber - Fadel;1
4780;i;21;5124;5;174;Fritsch, Emard and Howe;6
4781;Q;9;34045;2;911;Reichert - Strosin;7
4782;w;19;70831;7;367;Okuneva Inc;7
4783;s;29;70189;1;267;Hessel, Robel and Leuschke;3
4784;4;25;12998;5;9;Conroy Inc;3
4785;D;1;73332;4;626;Jerde, Zieme and McDermott;2
4786;z;14;27726;5;778;Halvorson Group;8
4787;m;17;40322;9;165;Rogahn - Kling;0
4788;i;8;62643;4;351;Williamson Group;1
4789;N;25;70550;4;726;Kozey, Johns and Lueilwitz;0
4790;N;23;7959;4;203;Bradtke, Hartmann and O'Connell;4
4791;U;2;67222;5;589;Rath and Sons;3
4792;&;3;97303;2;308;Raynor - Watsica;7
4793;y;10;1910;9;228;Okuneva LLC;6
4794;d;16;4543;0;450;Windler Inc;7
4795;Q;2;81719;9;48;Lebsack, Nikolaus and Johnston;3
4796;d;21;75693;1;513;Mayer, Ernser and Medhurst;3
4797;N;2;27487;8;419;Littel LLC;10
4798;b;11;34923;9;851;Dickinson Inc;1
4799;F;16;73656;7;13;Cartwright LLC;10
4800;H;15;67477;9;946;Walter LLC;6
4801;!;20;71451;9;216;Kub, Luettgen and Russel;4
4802;Y;8;95250;3;200;Monahan LLC;0
4803;c;16;80675;1;392;Schuppe, Skiles and Zulauf;8
4804;I;10;62081;8;126;Parisian LLC;5
4805;@;24;16622;0;475;Maggio - Bogisich;4
4806;P;24;59056;9;709;Pacocha Inc;8
4807;h;22;15683;4;733;Bruen, Gibson and Turner;8
4808;b;24;49290;1;912;Brekke - Schamberger;9
4809;M;29;42498;2;855;Johns, Kris and Parisian;0
4810;A;14;95118;8;579;Krajcik - Cormier;5
4811;W;21;22447;8;831;Hickle, Nitzsche and Schinner;5
4812;Q;0;35745;5;360;Larkin and Sons;9
4813;z;25;68378;10;609;Pollich, Beer and Bashirian;5
4814;M;23;64204;10;675;Welch Group;5
4815;V;10;63940;2;831;Wilkinson - Parisian;9
4816;$;8;97029;0;471;Boehm Group;4
4817;D;12;44209;6;183;Thompson Group;1
4818;X;3;7267;3;634;Lehner, Torphy and Hand;9
4819;O;5;43736;5;265;Bernhard, Brown and Jenkins;2
4820;t;28;49484;1;744;Hodkiewicz, Schaden and Mayert;5
4821;s;19;11223;7;184;Hessel Inc;9
4822;M;13;2747;5;71;Thiel, Gerhold and Renner;9
4823;p;23;64632;0;852;Hermiston, Pfeffer and Carter;8
4824;Z;0;22904;4;415;Conn, Durgan and Walsh;0
4825;R;7;69599;5;487;McKenzie and Sons;2
4826;*;15;48153;8;371;Schmidt - Thiel;6
4827;3;18;95283;5;837;Zieme Inc;2
4828;m;7;97403;0;666;Gleichner - Orn;4
4829;M;7;89479;1;480;Wunsch, Watsica and Upton;2
4830;$;9;20336;1;80;Cassin, Weimann and Adams;10
4831;S;29;91239;0;634;Boyle - Dare;2
4832;9;30;89728;0;590;Olson Inc;8
4833;J;7;23167;7;875;Schaden LLC;4
4834;7;20;36762;3;429;Zemlak - Nikolaus;3
4835;O;19;21911;10;500;Keeling - Ruecker;4
4836;x;20;9130;1;743;Hartmann - Greenfelder;0
4837;#;19;42256;10;892;Dickinson, Steuber and Powlowski;0
4838;3;25;99337;2;703;Beer LLC;7
4839;y;1;80220;2;262;Rohan, Daniel and O'Hara;2
4840;7;3;2874;10;675;Marvin LLC;6
4841;w;19;37954;3;262;Nolan - Carter;9
4842;F;4;99637;2;731;Lindgren Inc;2
4843;S;16;3175;8;28;Jacobs, Nicolas and Klein;7
4844;Y;11;13434;6;169;Hayes - Kling;5
4845;8;13;20683;1;406;Hills LLC;6
4846;c;17;36598;3;81;Klein - McKenzie;9
4847;J;17;83126;1;96;Crooks and Sons;8
4848;i;28;63224;4;525;Walter, Weissnat and Halvorson;8
4849;V;8;59337;6;832;Roob Inc;3
4850;!;0;55584;4;79;Brown Inc;7
4851;&;6;88501;9;684;Howe LLC;3
4852;N;12;84225;8;841;Batz - Douglas;1
4853;d;1;29570;0;723;Powlowski and Sons;10
4854;%;6;92345;2;399;D'Amore, Dickinson and Schimmel;10
4855;y;22;16870;3;679;Quigley - Ortiz;7
4856;a;15;51862;6;49;Tremblay - Rempel;2
4857;V;27;59982;6;600;Schuster and Sons;1
4858;f;3;69288;10;168;Baumbach - Becker;10
4859;Y;26;4620;3;492;Schiller - Raynor;4
4860;U;25;15804;8;329;Deckow - Prohaska;1
4861;@;15;33945;0;183;Gleason LLC;2
4862;Y;11;66839;9;608;Gulgowski - Schroeder;1
4863;E;0;30043;2;88;Lindgren Inc;3
4864;U;19;49338;0;285;Gutkowski Inc;6
4865;N;14;65156;7;469;Wiegand - West;0
4866;i;15;7986;1;610;Waelchi LLC;3
4867;j;11;90383;7;323;Rogahn, Hettinger and Schiller;10
4868;x;6;52842;10;590;Bayer, Swift and Feeney;2
4869;n;12;86384;0;104;Rodriguez and Sons;10
4870;z;21;73670;4;299;Rodriguez - Bogan;10
4871;g;25;62198;5;684;Lynch, Weimann and Brown;5
4872;U;26;47249;8;233;Zemlak - Gibson;5
4873;c;20;50897;2;982;Nienow Group;10
4874;r;13;40227;6;341;Runolfsdottir - Corkery;9
4875;V;19;26655;2;557;Metz, Kuphal and Gutkowski;6
4876;1;17;55554;3;735;Reichert, Spinka and Herzog;0
4877;R;22;85045;0;517;Rowe and Sons;5
4878;I;16;48241;8;397;Gislason, Larson and Jakubowski;7
4879;d;1;95544;1;859;Pouros - Abbott;6
4880;i;4;51009;7;82;Prosacco - Robel;0
4881;k;16;52446;0;461;Spencer - Abshire;7
4882;t;16;9263;7;407;Heaney Inc;10
4883;E;2;29743;6;324;Cremin Inc;2
4884;L;4;74755;4;893;Conroy, Powlowski and Hauck;0
4885;N;14;97599;0;994;Grant, O'Connell and Corkery;10
4886;&;20;99998;4;74;Robel, Hartmann and Koelpin;2
4887;q;7;18343;10;641;Fisher - Paucek;1
4888;b;14;38637;1;362;Kerluke - Mohr;4
4889;v;2;18188;9;113;Baumbach, Mayer and Thompson;3
4890;p;16;80130;5;535;Gleichner and Sons;1
4891;a;10;29251;3;336;Bechtelar Inc;8
4892;f;2;7013;10;925;Green - Lesch;0
4893;v;15;39990;4;58;Watsica, Harris and Stokes;10
4894;7;3;60164;6;731;Hayes, Ondricka and Franey;5
4895;6;10;5989;8;958;Pfannerstill Group;0
4896;o;21;18467;7;573;Murazik - MacGyver;8
4897;K;5;88464;1;7;Muller, Wiegand and Padberg;7
4898;P;26;3521;7;495;Carroll - Harris;1
4899;@;9;88042;9;20;Schumm, Bode and Jacobs;0
4900;(;28;65387;6;855;Schowalter and Sons;8
4901;q;16;57391;6;838;Reinger and Sons;1
4902;V;26;10478;0;185;Towne - Effertz;9
4903;u;13;39406;1;730;Thiel Group;4
4904;x;18;85211;4;943;Hoeger - Satterfield;5
4905;W;24;14255;9;966;Bartell and Sons;4
4906;M;9;35581;6;536;Tromp, Feest and Monahan;10
4907;w;18;64396;10;519;Beer, Stokes and Pfannerstill;8
4908;0;13;76345;2;487;Nolan, Marvin and Abshire;1
4909;T;30;83982;3;597;Koch LLC;6
4910;g;23;73760;4;460;O'Reilly, Hamill and Gutmann;0
4911;D;15;81718;8;680;Reinger - Hoeger;2
4912;B;17;23077;10;397;Murphy, Pouros and Douglas;3
4913;1;19;95769;5;290;Ledner and Sons;3
4914;H;7;96063;6;332;Barrows, Spinka and Torphy;1
4915;z;2;20790;1;955;Larkin Group;3
4916;%;7;89903;1;245;Torphy, Considine and Moen;1
4917;9;1;24809;10;962;Kuhn Group;0
4918;f;3;18049;8;484;McDermott, Jast and Gislason;2
4919;K;8;8431;0;745;Bruen, Schmitt and Greenholt;6
4920;l;5;1774;0;12;Marquardt and Sons;0
4921;3;10;95025;0;951;Fay LLC;10
4922;l;18;32936;0;791;Pollich, Jast and Weber;5
4923;J;23;62666;6;928;Denesik Inc;6
4924;y;26;48332;2;403;Goldner - Kulas;0
4925;E;26;20298;10;472;Hermiston, Kuhic and Boyle;2
4926;f;29;46693;0;592;Kunde, Zemlak and Mayert;5
4927;z;2;15431;10;132;Volkman - Moore;10
4928;C;15;59866;7;49;Feest - Welch;8
4929;2;8;26774;4;549;Gleichner - Labadie;8
4930;z;25;56276;8;559;Grimes - Jaskolski;3
4931;P;26;14022;3;147;Cartwright - Gleason;2
4932;z;3;25618;10;516;Ledner - Gerlach;3
4933;@;30;9552;10;557;Dicki Inc;3
4934;F;5;9968;10;48;Fisher, Haag and Hane;5
4935;H;29;74684;6;291;Bailey, Osinski and Schowalter;8
4936;v;12;7857;4;358;Robel, Leffler and Reichert;3
4937;m;25;70918;6;847;Zboncak LLC;7
4938;#;27;37402;1;971;McLaughlin LLC;4
4939;6;9;53447;3;624;Goodwin and Sons;3
4940;J;12;52996;8;728;Klocko Inc;4
4941;);4;71238;9;291;Little - Mante;9
4942;T;16;6608;8;165;Feeney - Schultz;4
4943;v;24;93636;3;801;Jaskolski, Marquardt and Corwin;5
4944;B;28;45302;2;886;Sanford Group;9
4945;Q;26;74301;2;325;Renner - Mertz;2
4946;$;3;33075;4;871;Smith, Schaefer and Bogan;9
4947;5;10;18354;4;382;McLaughlin and Sons;1
4948;G;1;42573;4;853;Adams and Sons;8
4949;$;3;17842;3;171;Yost Group;0
4950;W;20;87862;0;526;Bechtelar LLC;0
4951;E;2;49617;0;250;Larson - Rippin;1
4952;W;17;98789;8;502;Boyle, Dooley and Goodwin;2
4953;2;5;6112;6;227;Homenick - Gerlach;1
4954;x;24;3696;0;935;McLaughlin Inc;7
4955;6;4;2459;5;253;Veum - Wintheiser;8
4956;!;26;39045;3;148;Brown LLC;5
4957;6;16;76283;3;910;Harvey, Padberg and Veum;5
4958;e;25;29897;8;744;Kreiger - Blick;5
4959;^;6;63723;3;943;Blanda, Swaniawski and Walker;4
4960;U;7;61460;1;259;Thompson Group;6
4961;c;27;82810;10;872;Bailey Inc;5
4962;);9;93062;6;493;Walsh - Larson;3
4963;);27;9873;2;777;Muller, Kutch and Gleason;4
4964;n;13;41185;10;480;Strosin - Breitenberg;2
4965;i;4;28383;3;470;Muller Group;0
4966;O;9;88291;0;907;Muller and Sons;3
4967;1;18;7041;8;567;Legros, Rodriguez and King;0
4968;s;15;45771;7;57;Marks, Jones and Fahey;2
4969;%;21;52437;7;2;Ankunding, Emmerich and O'Keefe;10
4970;t;30;82507;6;652;Gulgowski LLC;9
4971;v;10;29790;6;429;Graham and Sons;9
4972;@;5;44587;3;398;Rice - D'Amore;4
4973;*;7;46710;8;284;Will, Crooks and Bahringer;1
4974;l;25;11690;7;171;Lakin and Sons;1
4975;3;25;26791;10;816;Wisozk, Anderson and Rosenbaum;4
4976;B;5;16260;7;385;Leffler, King and Mueller;1
4977;*;0;8141;1;376;Grimes Inc;6
4978;k;6;85643;8;635;Schmidt, Turcotte and Hoppe;9
4979;L;25;2082;3;409;Dietrich, Sawayn and Kreiger;1
4980;1;15;8914;9;437;Lowe, Prosacco and Watsica;9
4981;m;8;49240;1;89;Cummings Group;4
4982;s;24;9239;0;881;Crona LLC;9
4983;V;28;79195;1;228;Grimes - Russel;7
4984;4;23;97154;0;638;Dickinson - Hahn;3
4985;q;21;59009;7;723;Swift, Gerlach and Boehm;6
4986;2;28;2182;6;6;Cronin - Mueller;8
4987;!;16;91635;9;242;Hand, Kunze and Ullrich;4
4988;M;26;64524;9;812;Turner Group;3
4989;x;10;62123;4;486;Koelpin - Franecki;5
4990;4;7;34048;5;879;Medhurst - King;5
4991;l;13;33307;3;931;Sawayn, Sawayn and Lowe;3
4992;o;26;93274;5;859;Schuppe Group;5
4993;u;6;28396;10;788;Strosin, Dare and Larkin;2
4994;@;16;53155;0;490;Lindgren Group;6
4995;3;6;11687;6;826;Grimes - Waters;8
4996;v;6;27199;4;550;Zboncak - Wisozk;3
4997;(;10;83613;4;242;Walsh Inc;1
4998;B;13;60517;1;816;Breitenberg - Aufderhar;6
4999;T;16;4520;2;327;Veum and Sons;10
