"item_id";"warehouse_place_id";"quantity_of_item";"days_until_end_storage"
"5282";"5282";"246";"857"
"5283";"5283";"576";"194"
"5284";"5284";"645";"849"
"5285";"5285";"974";"730"
"5286";"5286";"73";"399"
"5287";"5287";"74";"494"
"5288";"5288";"230";"712"
"5289";"5289";"196";"690"
"5290";"5290";"341";"536"
"5291";"5291";"591";"129"
"5292";"5292";"937";"641"
"5293";"5293";"990";"571"
"5294";"5294";"894";"382"
"5295";"5295";"729";"320"
"5296";"5296";"894";"229"
"5297";"5297";"48";"100"
"5298";"5298";"280";"88"
"5299";"5299";"453";"260"
"5300";"5300";"701";"355"
"5301";"5301";"391";"683"
"5302";"5302";"568";"760"
"5303";"5303";"333";"511"
"5304";"5304";"896";"150"
"5305";"5305";"505";"475"
"5306";"5306";"683";"657"
"5307";"5307";"754";"99"
"5308";"5308";"258";"121"
"5309";"5309";"676";"84"
"5310";"5310";"912";"716"
"5311";"5311";"46";"952"
"5312";"5312";"76";"804"
"5313";"5313";"395";"446"
"5314";"5314";"426";"687"
"5315";"5315";"143";"871"
"5316";"5316";"129";"368"
"5317";"5317";"686";"863"
"5318";"5318";"156";"913"
"5319";"5319";"571";"287"
"5320";"5320";"397";"710"
"5321";"5321";"288";"816"
"5322";"5322";"432";"564"
"5323";"5323";"314";"142"
"5324";"5324";"626";"816"
"5325";"5325";"86";"870"
"5326";"5326";"0";"993"
"5327";"5327";"169";"131"
"5328";"5328";"231";"507"
"5329";"5329";"885";"320"
"5330";"5330";"635";"454"
"5331";"5331";"859";"614"
"5332";"5332";"80";"823"
"5333";"5333";"844";"244"
"5334";"5334";"162";"432"
"5335";"5335";"522";"908"
"5336";"5336";"61";"116"
"5337";"5337";"109";"57"
"5338";"5338";"368";"594"
"5339";"5339";"769";"647"
"5340";"5340";"8";"75"
"5341";"5341";"367";"955"
"5342";"5342";"607";"908"
"5343";"5343";"380";"27"
"5344";"5344";"895";"680"
"5345";"5345";"555";"805"
"5346";"5346";"144";"853"
"5347";"5347";"621";"897"
"5348";"5348";"674";"932"
"5349";"5349";"673";"591"
"5350";"5350";"234";"520"
"5351";"5351";"402";"211"
"5352";"5352";"454";"506"
"5353";"5353";"445";"109"
"5354";"5354";"803";"576"
"5355";"5355";"939";"281"
"5356";"5356";"767";"140"
"5357";"5357";"613";"687"
"5358";"5358";"233";"564"
"5359";"5359";"620";"330"
"5360";"5360";"350";"937"
"5361";"5361";"702";"438"
"5362";"5362";"469";"919"
"5363";"5363";"525";"738"
"5364";"5364";"295";"972"
"5365";"5365";"972";"133"
"5366";"5366";"557";"311"
"5367";"5367";"955";"433"
"5368";"5368";"500";"185"
"5369";"5369";"553";"452"
"5370";"5370";"164";"809"
"5371";"5371";"107";"621"
"5372";"5372";"817";"645"
"5373";"5373";"736";"341"
"5374";"5374";"750";"905"
"5375";"5375";"532";"477"
"5376";"5376";"416";"542"
"5377";"5377";"479";"189"
"5378";"5378";"527";"928"
"5379";"5379";"622";"446"
"5380";"5380";"619";"851"
"5381";"5381";"403";"557"
"5382";"5382";"480";"552"
"5383";"5383";"507";"43"
"5384";"5384";"687";"312"
"5385";"5385";"253";"92"
"5386";"5386";"746";"63"
"5387";"5387";"764";"100"
"5388";"5388";"814";"983"
"5389";"5389";"960";"729"
"5390";"5390";"361";"651"
"5391";"5391";"494";"702"
"5392";"5392";"257";"885"
"5393";"5393";"247";"979"
"5394";"5394";"819";"429"
"5395";"5395";"936";"608"
"5396";"5396";"917";"958"
"5397";"5397";"778";"904"
"5398";"5398";"866";"969"
"5399";"5399";"981";"271"
"5400";"5400";"865";"402"
"5401";"5401";"554";"594"
"5402";"5402";"565";"608"
"5403";"5403";"757";"884"
"5404";"5404";"411";"207"
"5405";"5405";"249";"444"
"5406";"5406";"80";"442"
"5407";"5407";"886";"159"
"5408";"5408";"689";"856"
"5409";"5409";"827";"725"
"5410";"5410";"574";"858"
"5411";"5411";"218";"215"
"5412";"5412";"462";"717"
"5413";"5413";"725";"116"
"5414";"5414";"322";"34"
"5415";"5415";"252";"591"
"5416";"5416";"204";"605"
"5417";"5417";"473";"463"
"5418";"5418";"119";"286"
"5419";"5419";"384";"309"
"5420";"5420";"349";"214"
"5421";"5421";"803";"303"
"5422";"5422";"531";"606"
"5423";"5423";"346";"398"
"5424";"5424";"230";"202"
"5425";"5425";"292";"684"
"5426";"5426";"818";"225"
"5427";"5427";"925";"899"
"5428";"5428";"922";"849"
"5429";"5429";"140";"633"
"5430";"5430";"842";"43"
"5431";"5431";"739";"326"
"5432";"5432";"288";"656"
"5433";"5433";"478";"202"
"5434";"5434";"816";"373"
"5435";"5435";"131";"375"
"5436";"5436";"578";"582"
"5437";"5437";"870";"493"
"5438";"5438";"688";"602"
"5439";"5439";"225";"692"
"5440";"5440";"997";"298"
"5441";"5441";"105";"715"
"5442";"5442";"409";"178"
"5443";"5443";"590";"174"
"5444";"5444";"28";"353"
"5445";"5445";"271";"604"
"5446";"5446";"611";"681"
"5447";"5447";"795";"406"
"5448";"5448";"675";"314"
"5449";"5449";"176";"867"
"5450";"5450";"425";"914"
"5451";"5451";"236";"605"
"5452";"5452";"79";"385"
"5453";"5453";"957";"317"
"5454";"5454";"792";"504"
"5455";"5455";"430";"656"
"5456";"5456";"213";"877"
"5457";"5457";"458";"6"
"5458";"5458";"31";"612"
"5459";"5459";"304";"228"
"5460";"5460";"189";"560"
"5461";"5461";"339";"15"
"5462";"5462";"865";"527"
"5463";"5463";"392";"903"
"5464";"5464";"3";"265"
"5465";"5465";"138";"314"
"5466";"5466";"392";"116"
"5467";"5467";"799";"479"
"5468";"5468";"691";"693"
"5469";"5469";"229";"612"
"5470";"5470";"608";"310"
"5471";"5471";"905";"946"
"5472";"5472";"249";"86"
"5473";"5473";"48";"661"
"5474";"5474";"479";"296"
"5475";"5475";"951";"37"
"5476";"5476";"27";"949"
"5477";"5477";"419";"886"
"5478";"5478";"463";"655"
"5479";"5479";"154";"485"
"5480";"5480";"821";"711"
"5481";"5481";"412";"589"
"5482";"5482";"852";"617"
"5483";"5483";"140";"268"
"5484";"5484";"148";"536"
"5485";"5485";"341";"374"
"5486";"5486";"501";"580"
"5487";"5487";"669";"461"
"5488";"5488";"269";"901"
"5489";"5489";"152";"170"
"5490";"5490";"58";"830"
"5491";"5491";"761";"164"
"5492";"5492";"213";"911"
"5493";"5493";"58";"551"
"5494";"5494";"576";"92"
"5495";"5495";"30";"974"
"5496";"5496";"308";"412"
"5497";"5497";"63";"99"
"5498";"5498";"811";"507"
"5499";"5499";"307";"657"
"5500";"5500";"291";"287"
"5501";"5501";"946";"907"
"5502";"5502";"505";"281"
"5503";"5503";"561";"770"
"5504";"5504";"742";"412"
"5505";"5505";"783";"484"
"5506";"5506";"21";"932"
"5507";"5507";"675";"78"
"5508";"5508";"993";"530"
"5509";"5509";"639";"156"
"5510";"5510";"332";"255"
"5511";"5511";"787";"223"
"5512";"5512";"394";"416"
"5513";"5513";"805";"946"
"5514";"5514";"444";"232"
"5515";"5515";"541";"688"
"5516";"5516";"662";"604"
"5517";"5517";"266";"414"
"5518";"5518";"358";"843"
"5519";"5519";"747";"722"
"5520";"5520";"796";"882"
"5521";"5521";"629";"893"
"5522";"5522";"308";"226"
"5523";"5523";"44";"532"
"5524";"5524";"77";"705"
"5525";"5525";"722";"329"
"5526";"5526";"24";"276"
"5527";"5527";"165";"5"
"5528";"5528";"118";"398"
"5529";"5529";"998";"563"
"5530";"5530";"95";"188"
"5531";"5531";"278";"186"
"5532";"5532";"320";"293"
"5533";"5533";"44";"420"
"5534";"5534";"242";"758"
"5535";"5535";"331";"56"
"5536";"5536";"273";"349"
"5537";"5537";"312";"151"
"5538";"5538";"823";"960"
"5539";"5539";"887";"452"
"5540";"5540";"717";"121"
"5541";"5541";"251";"437"
"5542";"5542";"930";"700"
"5543";"5543";"361";"214"
"5544";"5544";"879";"488"
"5545";"5545";"401";"714"
"5546";"5546";"962";"570"
"5547";"5547";"20";"855"
"5548";"5548";"190";"372"
"5549";"5549";"958";"258"
"5550";"5550";"418";"274"
"5551";"5551";"622";"223"
"5552";"5552";"205";"869"
"5553";"5553";"900";"829"
"5554";"5554";"932";"657"
"5555";"5555";"402";"809"
"5556";"5556";"509";"992"
"5557";"5557";"644";"140"
"5558";"5558";"649";"802"
"5559";"5559";"291";"910"
"5560";"5560";"97";"668"
"5561";"5561";"371";"659"
"5562";"5562";"150";"553"
"5563";"5563";"596";"51"
"5564";"5564";"385";"476"
"5565";"5565";"794";"78"
"5566";"5566";"961";"507"
"5567";"5567";"682";"67"
"5568";"5568";"615";"990"
"5569";"5569";"87";"406"
"5570";"5570";"619";"965"
"5571";"5571";"702";"54"
"5572";"5572";"686";"92"
"5573";"5573";"4";"784"
"5574";"5574";"390";"984"
"5575";"5575";"511";"60"
"5576";"5576";"192";"561"
"5577";"5577";"26";"248"
"5578";"5578";"690";"622"
"5579";"5579";"578";"463"
"5580";"5580";"428";"109"
"5581";"5581";"677";"338"
"5582";"5582";"125";"588"
"5583";"5583";"215";"500"
"5584";"5584";"722";"277"
"5585";"5585";"936";"856"
"5586";"5586";"472";"187"
"5587";"5587";"356";"476"
"5588";"5588";"379";"101"
"5589";"5589";"271";"904"
"5590";"5590";"424";"145"
"5591";"5591";"358";"538"
"5592";"5592";"844";"747"
"5593";"5593";"140";"746"
"5594";"5594";"638";"788"
"5595";"5595";"686";"824"
"5596";"5596";"534";"118"
"5597";"5597";"514";"847"
"5598";"5598";"330";"272"
"5599";"5599";"315";"215"
"5600";"5600";"945";"701"
"5601";"5601";"677";"871"
"5602";"5602";"375";"96"
"5603";"5603";"399";"486"
"5604";"5604";"386";"715"
"5605";"5605";"402";"576"
"5606";"5606";"986";"986"
"5607";"5607";"497";"348"
"5608";"5608";"896";"529"
"5609";"5609";"581";"117"
"5610";"5610";"602";"48"
"5611";"5611";"234";"292"
"5612";"5612";"432";"661"
"5613";"5613";"626";"301"
"5614";"5614";"362";"553"
"5615";"5615";"837";"863"
"5616";"5616";"943";"153"
"5617";"5617";"554";"933"
"5618";"5618";"12";"124"
"5619";"5619";"915";"42"
"5620";"5620";"534";"946"
"5621";"5621";"468";"235"
"5622";"5622";"934";"867"
"5623";"5623";"63";"118"
"5624";"5624";"383";"535"
"5625";"5625";"414";"55"
"5626";"5626";"359";"872"
"5627";"5627";"27";"273"
"5628";"5628";"229";"817"
"5629";"5629";"519";"813"
"5630";"5630";"715";"597"
"5631";"5631";"703";"150"
"5632";"5632";"861";"428"
"5633";"5633";"152";"571"
"5634";"5634";"848";"75"
"5635";"5635";"392";"71"
"5636";"5636";"146";"102"
"5637";"5637";"904";"847"
"5638";"5638";"215";"182"
"5639";"5639";"696";"315"
"5640";"5640";"63";"786"
"5641";"5641";"831";"564"
"5642";"5642";"660";"857"
"5643";"5643";"760";"237"
"5644";"5644";"271";"615"
"5645";"5645";"627";"532"
"5646";"5646";"269";"405"
"5647";"5647";"586";"469"
"5648";"5648";"912";"861"
"5649";"5649";"239";"559"
"5650";"5650";"354";"339"
"5651";"5651";"466";"69"
"5652";"5652";"111";"149"
"5653";"5653";"181";"178"
"5654";"5654";"922";"58"
"5655";"5655";"573";"732"
"5656";"5656";"110";"885"
"5657";"5657";"508";"297"
"5658";"5658";"955";"467"
"5659";"5659";"33";"749"
"5660";"5660";"783";"977"
"5661";"5661";"957";"737"
"5662";"5662";"583";"701"
"5663";"5663";"237";"145"
"5664";"5664";"194";"387"
"5665";"5665";"311";"208"
"5666";"5666";"172";"395"
"5667";"5667";"317";"283"
"5668";"5668";"348";"816"
"5669";"5669";"335";"514"
"5670";"5670";"947";"814"
"5671";"5671";"332";"546"
"5672";"5672";"407";"931"
"5673";"5673";"249";"934"
"5674";"5674";"135";"781"
"5675";"5675";"773";"534"
"5676";"5676";"627";"106"
"5677";"5677";"554";"458"
"5678";"5678";"507";"325"
"5679";"5679";"383";"376"
"5680";"5680";"391";"581"
"5681";"5681";"709";"470"
"5682";"5682";"642";"778"
"5683";"5683";"118";"717"
"5684";"5684";"80";"207"
"5685";"5685";"890";"953"
"5686";"5686";"607";"704"
"5687";"5687";"358";"106"
"5688";"5688";"414";"114"
"5689";"5689";"394";"758"
"5690";"5690";"394";"726"
"5691";"5691";"560";"174"
"5692";"5692";"702";"520"
"5693";"5693";"441";"352"
"5694";"5694";"197";"984"
"5695";"5695";"401";"655"
"5696";"5696";"123";"717"
"5697";"5697";"40";"857"
"5698";"5698";"791";"166"
"5699";"5699";"290";"564"
"5700";"5700";"195";"762"
"5701";"5701";"587";"887"
"5702";"5702";"609";"424"
"5703";"5703";"523";"579"
"5704";"5704";"125";"377"
"5705";"5705";"577";"227"
"5706";"5706";"613";"213"
"5707";"5707";"615";"240"
"5708";"5708";"339";"13"
"5709";"5709";"266";"833"
"5710";"5710";"10";"68"
"5711";"5711";"509";"293"
"5712";"5712";"60";"598"
"5713";"5713";"352";"754"
"5714";"5714";"745";"788"
"5715";"5715";"97";"810"
"5716";"5716";"550";"77"
"5717";"5717";"780";"296"
"5718";"5718";"658";"752"
"5719";"5719";"423";"633"
"5720";"5720";"878";"688"
"5721";"5721";"744";"608"
"5722";"5722";"59";"74"
"5723";"5723";"881";"106"
"5724";"5724";"437";"488"
"5725";"5725";"434";"609"
"5726";"5726";"823";"381"
"5727";"5727";"947";"393"
"5728";"5728";"739";"768"
"5729";"5729";"458";"234"
"5730";"5730";"445";"360"
"5731";"5731";"121";"399"
"5732";"5732";"59";"396"
"5733";"5733";"549";"59"
"5734";"5734";"450";"14"
"5735";"5735";"407";"359"
"5736";"5736";"13";"174"
"5737";"5737";"207";"116"
"5738";"5738";"93";"317"
"5739";"5739";"692";"74"
"5740";"5740";"497";"915"
"5741";"5741";"282";"646"
"5742";"5742";"229";"250"
"5743";"5743";"794";"227"
"5744";"5744";"871";"83"
"5745";"5745";"38";"13"
"5746";"5746";"634";"725"
"5747";"5747";"999";"571"
"5748";"5748";"610";"406"
"5749";"5749";"583";"75"
"5750";"5750";"391";"227"
"5751";"5751";"116";"602"
"5752";"5752";"869";"576"
"5753";"5753";"788";"17"
"5754";"5754";"319";"331"
"5755";"5755";"504";"151"
"5756";"5756";"752";"425"
"5757";"5757";"167";"42"
"5758";"5758";"388";"859"
"5759";"5759";"919";"625"
"5760";"5760";"750";"424"
"5761";"5761";"948";"124"
"5762";"5762";"860";"452"
"5763";"5763";"616";"190"
"5764";"5764";"287";"798"
"5765";"5765";"69";"537"
"5766";"5766";"457";"44"
"5767";"5767";"617";"677"
"5768";"5768";"8";"890"
"5769";"5769";"457";"715"
"5770";"5770";"949";"657"
"5771";"5771";"23";"443"
"5772";"5772";"857";"614"
"5773";"5773";"332";"639"
"5774";"5774";"455";"976"
"5775";"5775";"549";"226"
"5776";"5776";"831";"88"
"5777";"5777";"566";"676"
"5778";"5778";"289";"695"
"5779";"5779";"988";"960"
"5780";"5780";"73";"968"
"5781";"5781";"811";"814"
"5782";"5782";"969";"426"
"5783";"5783";"802";"612"
"5784";"5784";"775";"743"
"5785";"5785";"242";"11"
"5786";"5786";"590";"524"
"5787";"5787";"350";"932"
"5788";"5788";"762";"665"
"5789";"5789";"795";"736"
"5790";"5790";"63";"453"
"5791";"5791";"460";"562"
"5792";"5792";"468";"829"
"5793";"5793";"400";"157"
"5794";"5794";"516";"743"
"5795";"5795";"399";"373"
"5796";"5796";"171";"784"
"5797";"5797";"482";"87"
"5798";"5798";"279";"252"
"5799";"5799";"719";"395"
"5800";"5800";"359";"535"
"5801";"5801";"400";"226"
"5802";"5802";"595";"573"
"5803";"5803";"150";"630"
"5804";"5804";"50";"804"
"5805";"5805";"306";"550"
"5806";"5806";"377";"555"
"5807";"5807";"693";"765"
"5808";"5808";"228";"25"
"5809";"5809";"324";"944"
"5810";"5810";"388";"344"
"5811";"5811";"676";"572"
"5812";"5812";"236";"901"
"5813";"5813";"6";"767"
"5814";"5814";"560";"311"
"5815";"5815";"953";"507"
"5816";"5816";"122";"838"
"5817";"5817";"607";"75"
"5818";"5818";"42";"451"
"5819";"5819";"610";"516"
"5820";"5820";"234";"917"
"5821";"5821";"90";"770"
"5822";"5822";"774";"145"
"5823";"5823";"439";"950"
"5824";"5824";"464";"289"
"5825";"5825";"639";"990"
"5826";"5826";"78";"841"
"5827";"5827";"218";"494"
"5828";"5828";"970";"541"
"5829";"5829";"790";"373"
"5830";"5830";"547";"103"
"5831";"5831";"100";"787"
"5832";"5832";"720";"409"
"5833";"5833";"417";"901"
"5834";"5834";"86";"434"
"5835";"5835";"237";"433"
"5836";"5836";"749";"741"
"5837";"5837";"544";"210"
"5838";"5838";"547";"182"
"5839";"5839";"976";"835"
"5840";"5840";"293";"720"
"5841";"5841";"12";"516"
"5842";"5842";"175";"976"
"5843";"5843";"404";"295"
"5844";"5844";"660";"237"
"5845";"5845";"142";"792"
"5846";"5846";"877";"764"
"5847";"5847";"107";"82"
"5848";"5848";"525";"370"
"5849";"5849";"484";"831"
"5850";"5850";"865";"757"
"5851";"5851";"110";"445"
"5852";"5852";"552";"498"
"5853";"5853";"534";"257"
"5854";"5854";"469";"216"
"5855";"5855";"374";"546"
"5856";"5856";"884";"80"
"5857";"5857";"704";"887"
"5858";"5858";"696";"798"
"5859";"5859";"738";"36"
"5860";"5860";"552";"427"
"5861";"5861";"355";"973"
"5862";"5862";"960";"156"
"5863";"5863";"393";"351"
"5864";"5864";"718";"335"
"5865";"5865";"701";"56"
"5866";"5866";"208";"442"
"5867";"5867";"103";"72"
"5868";"5868";"199";"388"
"5869";"5869";"554";"252"
"5870";"5870";"635";"586"
"5871";"5871";"825";"519"
"5872";"5872";"250";"978"
"5873";"5873";"707";"869"
"5874";"5874";"362";"578"
"5875";"5875";"107";"463"
"5876";"5876";"216";"851"
"5877";"5877";"286";"702"
"5878";"5878";"508";"945"
"5879";"5879";"735";"884"
"5880";"5880";"773";"386"
"5881";"5881";"531";"785"
"5882";"5882";"826";"130"
"5883";"5883";"249";"666"
"5884";"5884";"584";"648"
"5885";"5885";"593";"817"
"5886";"5886";"488";"748"
"5887";"5887";"510";"56"
"5888";"5888";"635";"417"
"5889";"5889";"700";"689"
"5890";"5890";"937";"363"
"5891";"5891";"350";"410"
"5892";"5892";"275";"452"
"5893";"5893";"900";"228"
"5894";"5894";"205";"275"
"5895";"5895";"475";"670"
"5896";"5896";"326";"860"
"5897";"5897";"849";"49"
"5898";"5898";"887";"108"
"5899";"5899";"705";"462"
"5900";"5900";"645";"27"
"5901";"5901";"755";"808"
"5902";"5902";"275";"269"
"5903";"5903";"155";"770"
"5904";"5904";"7";"827"
"5905";"5905";"263";"628"
"5906";"5906";"286";"150"
"5907";"5907";"246";"884"
"5908";"5908";"676";"191"
"5909";"5909";"109";"370"
"5910";"5910";"318";"542"
"5911";"5911";"863";"387"
"5912";"5912";"239";"901"
"5913";"5913";"440";"22"
"5914";"5914";"753";"41"
"5915";"5915";"243";"962"
"5916";"5916";"67";"15"
"5917";"5917";"971";"782"
"5918";"5918";"349";"745"
"5919";"5919";"40";"340"
"5920";"5920";"311";"524"
"5921";"5921";"578";"371"
"5922";"5922";"580";"292"
"5923";"5923";"699";"220"
"5924";"5924";"691";"966"
"5925";"5925";"906";"748"
"5926";"5926";"908";"31"
"5927";"5927";"341";"619"
"5928";"5928";"751";"428"
"5929";"5929";"816";"871"
"5930";"5930";"622";"964"
"5931";"5931";"123";"87"
"5932";"5932";"816";"365"
"5933";"5933";"47";"151"
"5934";"5934";"65";"513"
"5935";"5935";"17";"686"
"5936";"5936";"42";"416"
"5937";"5937";"60";"522"
"5938";"5938";"765";"857"
"5939";"5939";"577";"874"
"5940";"5940";"522";"196"
"5941";"5941";"637";"505"
"5942";"5942";"556";"680"
"5943";"5943";"167";"894"
"5944";"5944";"553";"971"
"5945";"5945";"863";"61"
"5946";"5946";"98";"836"
"5947";"5947";"376";"644"
"5948";"5948";"78";"972"
"5949";"5949";"858";"805"
"5950";"5950";"227";"998"
"5951";"5951";"986";"810"
"5952";"5952";"648";"799"
"5953";"5953";"174";"404"
"5954";"5954";"613";"924"
"5955";"5955";"281";"249"
"5956";"5956";"771";"796"
"5957";"5957";"6";"678"
"5958";"5958";"457";"698"
"5959";"5959";"635";"858"
"5960";"5960";"467";"954"
"5961";"5961";"389";"897"
"5962";"5962";"886";"565"
"5963";"5963";"347";"766"
"5964";"5964";"591";"370"
"5965";"5965";"52";"202"
"5966";"5966";"778";"141"
"5967";"5967";"591";"751"
"5968";"5968";"473";"779"
"5969";"5969";"681";"609"
"5970";"5970";"191";"941"
"5971";"5971";"776";"363"
"5972";"5972";"715";"929"
"5973";"5973";"535";"147"
"5974";"5974";"566";"883"
"5975";"5975";"394";"469"
"5976";"5976";"31";"467"
"5977";"5977";"834";"243"
"5978";"5978";"640";"817"
"5979";"5979";"586";"701"
"5980";"5980";"15";"817"
"5981";"5981";"596";"640"
"5982";"5982";"226";"787"
"5983";"5983";"125";"446"
"5984";"5984";"562";"975"
"5985";"5985";"448";"227"
"5986";"5986";"946";"444"
"5987";"5987";"552";"295"
"5988";"5988";"130";"612"
"5989";"5989";"457";"895"
"5990";"5990";"53";"616"
"5991";"5991";"384";"104"
"5992";"5992";"502";"648"
"5993";"5993";"635";"746"
"5994";"5994";"116";"369"
"5995";"5995";"606";"847"
"5996";"5996";"419";"122"
"5997";"5997";"70";"410"
"5998";"5998";"71";"557"
"5999";"5999";"973";"928"
"6000";"6000";"583";"810"
"6001";"6001";"491";"753"
"6002";"6002";"489";"24"
"6003";"6003";"820";"217"
"6004";"6004";"204";"250"
"6005";"6005";"801";"243"
"6006";"6006";"710";"670"
"6007";"6007";"311";"601"
"6008";"6008";"516";"425"
"6009";"6009";"461";"167"
"6010";"6010";"19";"295"
"6011";"6011";"739";"236"
"6012";"6012";"259";"634"
"6013";"6013";"164";"730"
"6014";"6014";"669";"591"
"6015";"6015";"827";"534"
"6016";"6016";"423";"729"
"6017";"6017";"315";"428"
"6018";"6018";"203";"684"
"6019";"6019";"155";"606"
"6020";"6020";"875";"580"
"6021";"6021";"864";"952"
"6022";"6022";"864";"297"
"6023";"6023";"409";"823"
"6024";"6024";"187";"576"
"6025";"6025";"54";"784"
"6026";"6026";"368";"485"
"6027";"6027";"32";"683"
"6028";"6028";"254";"462"
"6029";"6029";"188";"242"
"6030";"6030";"768";"743"
"6031";"6031";"391";"239"
"6032";"6032";"800";"663"
"6033";"6033";"561";"735"
"6034";"6034";"430";"799"
"6035";"6035";"161";"308"
"6036";"6036";"750";"314"
"6037";"6037";"92";"321"
"6038";"6038";"282";"887"
"6039";"6039";"178";"76"
"6040";"6040";"849";"975"
"6041";"6041";"311";"206"
"6042";"6042";"823";"385"
"6043";"6043";"44";"773"
"6044";"6044";"945";"44"
"6045";"6045";"226";"616"
"6046";"6046";"111";"700"
"6047";"6047";"972";"635"
"6048";"6048";"514";"742"
"6049";"6049";"287";"175"
"6050";"6050";"132";"978"
"6051";"6051";"178";"422"
"6052";"6052";"469";"400"
"6053";"6053";"103";"563"
"6054";"6054";"46";"300"
"6055";"6055";"443";"712"
"6056";"6056";"888";"943"
"6057";"6057";"665";"117"
"6058";"6058";"307";"249"
"6059";"6059";"175";"708"
"6060";"6060";"7";"1"
"6061";"6061";"234";"613"
"6062";"6062";"545";"651"
"6063";"6063";"332";"907"
"6064";"6064";"561";"711"
"6065";"6065";"126";"9"
"6066";"6066";"59";"356"
"6067";"6067";"79";"945"
"6068";"6068";"463";"50"
"6069";"6069";"817";"656"
"6070";"6070";"15";"785"
"6071";"6071";"127";"728"
"6072";"6072";"305";"535"
"6073";"6073";"504";"408"
"6074";"6074";"80";"254"
"6075";"6075";"929";"246"
"6076";"6076";"402";"824"
"6077";"6077";"727";"613"
"6078";"6078";"452";"271"
"6079";"6079";"601";"782"
"6080";"6080";"793";"478"
"6081";"6081";"106";"828"
"6082";"6082";"479";"838"
"6083";"6083";"478";"70"
"6084";"6084";"503";"274"
"6085";"6085";"289";"164"
"6086";"6086";"426";"587"
"6087";"6087";"460";"387"
"6088";"6088";"203";"787"
"6089";"6089";"622";"857"
"6090";"6090";"638";"417"
"6091";"6091";"638";"60"
"6092";"6092";"196";"720"
"6093";"6093";"891";"774"
"6094";"6094";"337";"502"
"6095";"6095";"824";"351"
"6096";"6096";"104";"90"
"6097";"6097";"822";"389"
"6098";"6098";"305";"264"
"6099";"6099";"793";"214"
"6100";"6100";"179";"123"
"6101";"6101";"414";"814"
"6102";"6102";"716";"880"
"6103";"6103";"962";"187"
"6104";"6104";"372";"155"
"6105";"6105";"751";"20"
"6106";"6106";"958";"450"
"6107";"6107";"7";"457"
"6108";"6108";"199";"545"
"6109";"6109";"7";"848"
"6110";"6110";"433";"973"
"6111";"6111";"521";"145"
"6112";"6112";"745";"633"
"6113";"6113";"440";"785"
"6114";"6114";"620";"342"
"6115";"6115";"350";"950"
"6116";"6116";"174";"196"
"6117";"6117";"310";"365"
"6118";"6118";"403";"703"
"6119";"6119";"329";"757"
"6120";"6120";"852";"895"
"6121";"6121";"268";"87"
"6122";"6122";"56";"911"
"6123";"6123";"378";"280"
"6124";"6124";"652";"207"
"6125";"6125";"803";"49"
"6126";"6126";"564";"169"
"6127";"6127";"797";"171"
"6128";"6128";"76";"408"
"6129";"6129";"998";"82"
"6130";"6130";"41";"636"
"6131";"6131";"464";"603"
"6132";"6132";"712";"50"
"6133";"6133";"392";"625"
"6134";"6134";"314";"891"
"6135";"6135";"884";"863"
"6136";"6136";"158";"679"
"6137";"6137";"345";"873"
"6138";"6138";"740";"66"
"6139";"6139";"810";"89"
"6140";"6140";"242";"431"
"6141";"6141";"968";"481"
"6142";"6142";"947";"916"
"6143";"6143";"743";"931"
"6144";"6144";"262";"746"
"6145";"6145";"794";"502"
"6146";"6146";"649";"304"
"6147";"6147";"954";"878"
"6148";"6148";"99";"140"
"6149";"6149";"994";"953"
"6150";"6150";"35";"61"
"6151";"6151";"88";"601"
"6152";"6152";"250";"694"
"6153";"6153";"458";"559"
"6154";"6154";"822";"554"
"6155";"6155";"356";"875"
"6156";"6156";"451";"600"
"6157";"6157";"682";"229"
"6158";"6158";"464";"49"
"6159";"6159";"50";"107"
"6160";"6160";"68";"948"
"6161";"6161";"613";"814"
"6162";"6162";"203";"213"
"6163";"6163";"378";"187"
"6164";"6164";"963";"615"
"6165";"6165";"989";"438"
"6166";"6166";"788";"255"
"6167";"6167";"308";"579"
"6168";"6168";"332";"28"
"6169";"6169";"683";"143"
"6170";"6170";"406";"752"
"6171";"6171";"78";"433"
"6172";"6172";"826";"352"
"6173";"6173";"217";"919"
"6174";"6174";"134";"593"
"6175";"6175";"93";"130"
"6176";"6176";"113";"151"
"6177";"6177";"437";"196"
"6178";"6178";"54";"159"
"6179";"6179";"367";"980"
"6180";"6180";"65";"175"
"6181";"6181";"196";"812"
"6182";"6182";"614";"634"
"6183";"6183";"930";"742"
"6184";"6184";"706";"565"
"6185";"6185";"615";"557"
"6186";"6186";"621";"177"
"6187";"6187";"848";"315"
"6188";"6188";"618";"991"
"6189";"6189";"978";"76"
"6190";"6190";"408";"900"
"6191";"6191";"824";"132"
"6192";"6192";"558";"856"
"6193";"6193";"941";"234"
"6194";"6194";"403";"628"
"6195";"6195";"221";"659"
"6196";"6196";"155";"22"
"6197";"6197";"275";"372"
"6198";"6198";"243";"230"
"6199";"6199";"361";"633"
"6200";"6200";"626";"416"
"6201";"6201";"340";"712"
"6202";"6202";"929";"58"
"6203";"6203";"782";"929"
"6204";"6204";"193";"44"
"6205";"6205";"599";"772"
"6206";"6206";"139";"990"
"6207";"6207";"526";"615"
"6208";"6208";"200";"781"
"6209";"6209";"531";"673"
"6210";"6210";"328";"827"
"6211";"6211";"396";"27"
"6212";"6212";"887";"700"
