"storage_item_ID";"employee_id";"date";"element_quantity";"total";"type_ID"
"5784";"5784";"2024_06_04";"442";"23579";"1"
"5785";"5785";"2024_06_04";"610";"36006";"1"
"5786";"5786";"2024_06_04";"290";"56451";"2"
"5787";"5787";"2024_06_04";"942";"78617";"1"
"5788";"5788";"2024_06_04";"368";"16076";"1"
"5789";"5789";"2024_06_04";"247";"55673";"1"
"5790";"5790";"2024_06_04";"134";"59817";"1"
"5791";"5791";"2024_06_04";"495";"19965";"1"
"5792";"5792";"2024_06_04";"123";"53186";"1"
"5793";"5793";"2024_06_04";"374";"76357";"0"
"5794";"5794";"2024_06_04";"124";"25088";"0"
"5795";"5795";"2024_06_04";"923";"3086";"1"
"5796";"5796";"2024_06_04";"380";"16065";"1"
"5797";"5797";"2024_06_04";"907";"80365";"2"
"5798";"5798";"2024_06_04";"408";"66047";"2"
"5799";"5799";"2024_06_04";"670";"16010";"2"
"5800";"5800";"2024_06_04";"172";"76976";"2"
"5801";"5801";"2024_06_04";"666";"70905";"0"
"5802";"5802";"2024_06_04";"497";"73201";"0"
"5803";"5803";"2024_06_04";"53";"14968";"2"
"5804";"5804";"2024_06_04";"32";"91444";"1"
"5805";"5805";"2024_06_04";"337";"64413";"0"
"5806";"5806";"2024_06_04";"837";"90978";"0"
"5807";"5807";"2024_06_04";"778";"74729";"0"
"5808";"5808";"2024_06_04";"840";"62158";"1"
"5809";"5809";"2024_06_04";"939";"38491";"2"
"5810";"5810";"2024_06_04";"821";"67365";"2"
"5811";"5811";"2024_06_04";"224";"85512";"1"
"5812";"5812";"2024_06_04";"457";"81278";"2"
"5813";"5813";"2024_06_04";"235";"90812";"2"
"5814";"5814";"2024_06_04";"814";"96242";"2"
"5815";"5815";"2024_06_04";"22";"94393";"2"
"5816";"5816";"2024_06_04";"260";"70184";"0"
"5817";"5817";"2024_06_04";"782";"90586";"2"
"5818";"5818";"2024_06_04";"592";"27561";"1"
"5819";"5819";"2024_06_04";"654";"91207";"0"
"5820";"5820";"2024_06_04";"715";"97207";"0"
"5821";"5821";"2024_06_04";"555";"63714";"1"
"5822";"5822";"2024_06_04";"306";"31738";"2"
"5823";"5823";"2024_06_04";"710";"53359";"2"
"5824";"5824";"2024_06_04";"556";"52892";"1"
"5825";"5825";"2024_06_04";"965";"33169";"2"
"5826";"5826";"2024_06_04";"950";"97304";"0"
"5827";"5827";"2024_06_04";"296";"49874";"0"
"5828";"5828";"2024_06_04";"373";"22275";"2"
"5829";"5829";"2024_06_04";"834";"71421";"2"
"5830";"5830";"2024_06_04";"757";"72221";"2"
"5831";"5831";"2024_06_04";"16";"45064";"2"
"5832";"5832";"2024_06_04";"649";"57354";"2"
"5833";"5833";"2024_06_04";"805";"78876";"2"
"5834";"5834";"2024_06_04";"670";"72679";"1"
"5835";"5835";"2024_06_04";"872";"39639";"1"
"5836";"5836";"2024_06_04";"933";"15154";"0"
"5837";"5837";"2024_06_04";"74";"67068";"2"
"5838";"5838";"2024_06_04";"318";"89294";"1"
"5839";"5839";"2024_06_04";"882";"92126";"0"
"5840";"5840";"2024_06_04";"8";"21320";"2"
"5841";"5841";"2024_06_04";"653";"1512";"1"
"5842";"5842";"2024_06_04";"973";"92945";"1"
"5843";"5843";"2024_06_04";"180";"46944";"0"
"5844";"5844";"2024_06_04";"240";"44278";"1"
"5845";"5845";"2024_06_04";"29";"44463";"2"
"5846";"5846";"2024_06_04";"118";"62037";"1"
"5847";"5847";"2024_06_04";"54";"39634";"1"
"5848";"5848";"2024_06_04";"253";"56561";"2"
"5849";"5849";"2024_06_04";"623";"63640";"0"
"5850";"5850";"2024_06_04";"655";"5439";"2"
"5851";"5851";"2024_06_04";"537";"74416";"2"
"5852";"5852";"2024_06_04";"971";"82275";"1"
"5853";"5853";"2024_06_04";"303";"30311";"0"
"5854";"5854";"2024_06_04";"341";"9923";"0"
"5855";"5855";"2024_06_04";"499";"50562";"0"
"5856";"5856";"2024_06_04";"808";"25075";"0"
"5857";"5857";"2024_06_04";"70";"15844";"0"
"5858";"5858";"2024_06_04";"802";"53282";"1"
"5859";"5859";"2024_06_04";"18";"42155";"1"
"5860";"5860";"2024_06_04";"519";"58257";"1"
"5861";"5861";"2024_06_04";"425";"14626";"0"
"5862";"5862";"2024_06_04";"681";"64009";"0"
"5863";"5863";"2024_06_04";"957";"78869";"1"
"5864";"5864";"2024_06_04";"131";"44203";"1"
"5865";"5865";"2024_06_04";"744";"72101";"2"
"5866";"5866";"2024_06_04";"719";"79555";"2"
"5867";"5867";"2024_06_04";"543";"93468";"1"
"5868";"5868";"2024_06_04";"136";"8464";"2"
"5869";"5869";"2024_06_04";"248";"83043";"1"
"5870";"5870";"2024_06_04";"706";"33812";"1"
"5871";"5871";"2024_06_04";"881";"85095";"2"
"5872";"5872";"2024_06_04";"187";"71069";"0"
"5873";"5873";"2024_06_04";"668";"39291";"1"
"5874";"5874";"2024_06_04";"107";"1074";"2"
"5875";"5875";"2024_06_04";"756";"87421";"2"
"5876";"5876";"2024_06_04";"189";"21041";"2"
"5877";"5877";"2024_06_04";"598";"84880";"2"
"5878";"5878";"2024_06_04";"222";"80173";"2"
"5879";"5879";"2024_06_04";"345";"57653";"0"
"5880";"5880";"2024_06_04";"922";"53993";"1"
"5881";"5881";"2024_06_04";"812";"21105";"0"
"5882";"5882";"2024_06_04";"218";"68034";"2"
"5883";"5883";"2024_06_04";"917";"85940";"1"
"5884";"5884";"2024_06_04";"592";"62769";"1"
"5885";"5885";"2024_06_04";"24";"64172";"1"
"5886";"5886";"2024_06_04";"687";"16135";"2"
"5887";"5887";"2024_06_04";"766";"65496";"0"
"5888";"5888";"2024_06_04";"333";"87238";"1"
"5889";"5889";"2024_06_04";"730";"94685";"2"
"5890";"5890";"2024_06_04";"564";"26274";"2"
"5891";"5891";"2024_06_04";"770";"55348";"2"
"5892";"5892";"2024_06_04";"932";"96056";"1"
"5893";"5893";"2024_06_04";"779";"98653";"0"
"5894";"5894";"2024_06_04";"867";"1499";"2"
"5895";"5895";"2024_06_04";"1";"33153";"2"
"5896";"5896";"2024_06_04";"986";"28931";"1"
"5897";"5897";"2024_06_04";"859";"11100";"1"
"5898";"5898";"2024_06_04";"418";"57339";"1"
"5899";"5899";"2024_06_04";"102";"96826";"2"
"5900";"5900";"2024_06_04";"856";"92911";"1"
"5901";"5901";"2024_06_04";"930";"17893";"2"
"5902";"5902";"2024_06_04";"879";"11588";"2"
"5903";"5903";"2024_06_04";"507";"8304";"2"
"5904";"5904";"2024_06_04";"537";"57821";"1"
"5905";"5905";"2024_06_04";"808";"88599";"2"
"5906";"5906";"2024_06_04";"925";"8409";"1"
"5907";"5907";"2024_06_04";"81";"1930";"1"
"5908";"5908";"2024_06_04";"884";"52721";"1"
"5909";"5909";"2024_06_04";"20";"85658";"1"
"5910";"5910";"2024_06_04";"530";"57110";"2"
"5911";"5911";"2024_06_04";"341";"51386";"2"
"5912";"5912";"2024_06_04";"641";"91793";"0"
"5913";"5913";"2024_06_04";"934";"83518";"0"
"5914";"5914";"2024_06_04";"904";"42999";"1"
"5915";"5915";"2024_06_04";"842";"78639";"2"
"5916";"5916";"2024_06_04";"419";"93610";"1"
"5917";"5917";"2024_06_04";"12";"94448";"0"
"5918";"5918";"2024_06_04";"861";"30688";"2"
"5919";"5919";"2024_06_04";"358";"68235";"1"
"5920";"5920";"2024_06_04";"561";"49263";"1"
"5921";"5921";"2024_06_04";"10";"30768";"0"
"5922";"5922";"2024_06_04";"2";"34570";"1"
"5923";"5923";"2024_06_04";"400";"2337";"1"
"5924";"5924";"2024_06_04";"164";"20455";"2"
"5925";"5925";"2024_06_04";"936";"29809";"0"
"5926";"5926";"2024_06_04";"772";"44468";"2"
"5927";"5927";"2024_06_04";"947";"53013";"1"
"5928";"5928";"2024_06_04";"184";"16232";"2"
"5929";"5929";"2024_06_04";"274";"4156";"2"
"5930";"5930";"2024_06_04";"542";"59768";"1"
"5931";"5931";"2024_06_04";"397";"7297";"2"
"5932";"5932";"2024_06_04";"368";"66368";"1"
"5933";"5933";"2024_06_04";"748";"13434";"2"
"5934";"5934";"2024_06_04";"337";"12339";"0"
"5935";"5935";"2024_06_04";"194";"67446";"0"
"5936";"5936";"2024_06_04";"795";"26334";"1"
"5937";"5937";"2024_06_04";"774";"28772";"2"
"5938";"5938";"2024_06_04";"510";"71539";"0"
"5939";"5939";"2024_06_04";"677";"49287";"0"
"5940";"5940";"2024_06_04";"941";"57782";"1"
"5941";"5941";"2024_06_04";"747";"59592";"0"
"5942";"5942";"2024_06_04";"763";"92342";"2"
"5943";"5943";"2024_06_04";"219";"88898";"2"
"5944";"5944";"2024_06_04";"744";"5206";"2"
"5945";"5945";"2024_06_04";"277";"21718";"1"
"5946";"5946";"2024_06_04";"868";"37001";"1"
"5947";"5947";"2024_06_04";"733";"84774";"0"
"5948";"5948";"2024_06_04";"851";"61579";"1"
"5949";"5949";"2024_06_04";"716";"15960";"0"
"5950";"5950";"2024_06_04";"504";"54113";"2"
"5951";"5951";"2024_06_04";"567";"21557";"1"
"5952";"5952";"2024_06_04";"866";"62782";"1"
"5953";"5953";"2024_06_04";"435";"4056";"0"
"5954";"5954";"2024_06_04";"964";"85104";"0"
"5955";"5955";"2024_06_04";"951";"84898";"2"
"5956";"5956";"2024_06_04";"176";"1787";"1"
"5957";"5957";"2024_06_04";"855";"92426";"1"
"5958";"5958";"2024_06_04";"242";"93515";"0"
"5959";"5959";"2024_06_04";"504";"63057";"2"
"5960";"5960";"2024_06_04";"31";"48691";"0"
"5961";"5961";"2024_06_04";"54";"96112";"2"
"5962";"5962";"2024_06_04";"26";"24862";"0"
"5963";"5963";"2024_06_04";"978";"18880";"0"
"5964";"5964";"2024_06_04";"699";"26260";"1"
"5965";"5965";"2024_06_04";"367";"99694";"2"
"5966";"5966";"2024_06_04";"220";"38104";"0"
"5967";"5967";"2024_06_04";"901";"29130";"0"
"5968";"5968";"2024_06_04";"154";"72556";"2"
"5969";"5969";"2024_06_04";"644";"64939";"0"
"5970";"5970";"2024_06_04";"116";"79406";"2"
"5971";"5971";"2024_06_04";"169";"53054";"1"
"5972";"5972";"2024_06_04";"3";"37683";"0"
"5973";"5973";"2024_06_04";"699";"84287";"0"
"5974";"5974";"2024_06_04";"117";"34524";"1"
"5975";"5975";"2024_06_04";"458";"64617";"2"
"5976";"5976";"2024_06_04";"479";"90678";"2"
"5977";"5977";"2024_06_04";"520";"54694";"1"
"5978";"5978";"2024_06_04";"427";"96355";"0"
"5979";"5979";"2024_06_04";"1";"36450";"0"
"5980";"5980";"2024_06_04";"488";"56720";"1"
"5981";"5981";"2024_06_04";"856";"53881";"2"
"5982";"5982";"2024_06_04";"557";"11411";"0"
"5983";"5983";"2024_06_04";"864";"79628";"0"
"5984";"5984";"2024_06_04";"788";"99861";"0"
"5985";"5985";"2024_06_04";"534";"19381";"2"
"5986";"5986";"2024_06_04";"244";"12679";"0"
"5987";"5987";"2024_06_04";"937";"34263";"0"
"5988";"5988";"2024_06_04";"400";"54622";"0"
"5989";"5989";"2024_06_04";"957";"28419";"2"
"5990";"5990";"2024_06_04";"368";"83209";"0"
"5991";"5991";"2024_06_04";"556";"80953";"2"
"5992";"5992";"2024_06_04";"482";"21855";"1"
"5993";"5993";"2024_06_04";"936";"41713";"0"
"5994";"5994";"2024_06_04";"595";"29888";"2"
"5995";"5995";"2024_06_04";"281";"56400";"1"
"5996";"5996";"2024_06_04";"466";"88228";"1"
"5997";"5997";"2024_06_04";"953";"39208";"2"
"5998";"5998";"2024_06_04";"834";"92645";"1"
"5999";"5999";"2024_06_04";"152";"52702";"1"
"6000";"6000";"2024_06_04";"483";"92187";"0"
"6001";"6001";"2024_06_04";"310";"27962";"0"
"6002";"6002";"2024_06_04";"793";"76272";"2"
"6003";"6003";"2024_06_04";"529";"87959";"0"
"6004";"6004";"2024_06_04";"305";"53975";"1"
"6005";"6005";"2024_06_04";"223";"4781";"0"
"6006";"6006";"2024_06_04";"279";"57432";"2"
"6007";"6007";"2024_06_04";"44";"37559";"1"
"6008";"6008";"2024_06_04";"762";"85027";"0"
"6009";"6009";"2024_06_04";"185";"56650";"2"
"6010";"6010";"2024_06_04";"721";"31274";"0"
"6011";"6011";"2024_06_04";"654";"39391";"1"
"6012";"6012";"2024_06_04";"983";"53168";"1"
"6013";"6013";"2024_06_04";"925";"94563";"1"
"6014";"6014";"2024_06_04";"349";"85455";"1"
"6015";"6015";"2024_06_04";"939";"26087";"0"
"6016";"6016";"2024_06_04";"567";"32660";"1"
"6017";"6017";"2024_06_04";"405";"90560";"1"
"6018";"6018";"2024_06_04";"520";"46";"2"
"6019";"6019";"2024_06_04";"729";"17971";"2"
"6020";"6020";"2024_06_04";"557";"94534";"2"
"6021";"6021";"2024_06_04";"879";"17281";"0"
"6022";"6022";"2024_06_04";"513";"4118";"2"
"6023";"6023";"2024_06_04";"398";"85533";"1"
"6024";"6024";"2024_06_04";"202";"57420";"2"
"6025";"6025";"2024_06_04";"297";"98075";"1"
"6026";"6026";"2024_06_04";"570";"83749";"0"
"6027";"6027";"2024_06_04";"47";"12827";"1"
"6028";"6028";"2024_06_04";"688";"65423";"0"
"6029";"6029";"2024_06_04";"201";"30637";"1"
"6030";"6030";"2024_06_04";"341";"87500";"0"
"6031";"6031";"2024_06_04";"448";"76950";"0"
"6032";"6032";"2024_06_04";"597";"31063";"0"
"6033";"6033";"2024_06_04";"328";"65332";"1"
"6034";"6034";"2024_06_04";"582";"54566";"0"
"6035";"6035";"2024_06_04";"583";"40548";"2"
"6036";"6036";"2024_06_04";"833";"22377";"1"
"6037";"6037";"2024_06_04";"211";"32700";"0"
"6038";"6038";"2024_06_04";"653";"57387";"2"
"6039";"6039";"2024_06_04";"264";"66517";"2"
"6040";"6040";"2024_06_04";"715";"17598";"1"
"6041";"6041";"2024_06_04";"838";"84557";"0"
"6042";"6042";"2024_06_04";"233";"18773";"1"
"6043";"6043";"2024_06_04";"731";"69256";"1"
"6044";"6044";"2024_06_04";"731";"71864";"0"
"6045";"6045";"2024_06_04";"594";"44406";"1"
"6046";"6046";"2024_06_04";"58";"58979";"0"
"6047";"6047";"2024_06_04";"951";"21286";"0"
"6048";"6048";"2024_06_04";"964";"21461";"1"
"6049";"6049";"2024_06_04";"43";"63740";"0"
"6050";"6050";"2024_06_04";"558";"21983";"2"
"6051";"6051";"2024_06_04";"500";"26858";"2"
"6052";"6052";"2024_06_04";"460";"74291";"2"
"6053";"6053";"2024_06_04";"725";"59639";"0"
"6054";"6054";"2024_06_04";"815";"66770";"2"
"6055";"6055";"2024_06_04";"735";"93690";"0"
"6056";"6056";"2024_06_04";"357";"81827";"0"
"6057";"6057";"2024_06_04";"727";"96248";"1"
"6058";"6058";"2024_06_04";"604";"46378";"2"
"6059";"6059";"2024_06_04";"808";"98443";"2"
"6060";"6060";"2024_06_04";"373";"37016";"1"
"6061";"6061";"2024_06_04";"703";"45398";"1"
"6062";"6062";"2024_06_04";"945";"90411";"0"
"6063";"6063";"2024_06_04";"699";"61730";"2"
"6064";"6064";"2024_06_04";"842";"60654";"0"
"6065";"6065";"2024_06_04";"931";"34530";"1"
"6066";"6066";"2024_06_04";"527";"57686";"0"
"6067";"6067";"2024_06_04";"610";"75230";"0"
"6068";"6068";"2024_06_04";"764";"62233";"0"
"6069";"6069";"2024_06_04";"718";"33892";"0"
"6070";"6070";"2024_06_04";"809";"60647";"1"
"6071";"6071";"2024_06_04";"239";"38418";"2"
"6072";"6072";"2024_06_04";"675";"22019";"2"
"6073";"6073";"2024_06_04";"936";"30540";"2"
"6074";"6074";"2024_06_04";"141";"6893";"0"
"6075";"6075";"2024_06_04";"568";"42232";"1"
"6076";"6076";"2024_06_04";"545";"13733";"2"
"6077";"6077";"2024_06_04";"474";"18556";"1"
"6078";"6078";"2024_06_04";"950";"89361";"2"
"6079";"6079";"2024_06_04";"678";"78112";"1"
"6080";"6080";"2024_06_04";"40";"88984";"1"
"6081";"6081";"2024_06_04";"102";"97926";"2"
"6082";"6082";"2024_06_04";"864";"20108";"2"
"6083";"6083";"2024_06_04";"959";"16329";"1"
"6084";"6084";"2024_06_04";"342";"70196";"0"
"6085";"6085";"2024_06_04";"562";"8588";"2"
"6086";"6086";"2024_06_04";"431";"17382";"2"
"6087";"6087";"2024_06_04";"557";"89625";"1"
"6088";"6088";"2024_06_04";"190";"30939";"2"
"6089";"6089";"2024_06_04";"71";"87564";"2"
"6090";"6090";"2024_06_04";"441";"50825";"2"
"6091";"6091";"2024_06_04";"41";"9187";"1"
"6092";"6092";"2024_06_04";"132";"84741";"2"
"6093";"6093";"2024_06_04";"625";"4191";"1"
"6094";"6094";"2024_06_04";"997";"21698";"0"
"6095";"6095";"2024_06_04";"808";"3528";"0"
"6096";"6096";"2024_06_04";"981";"90929";"1"
"6097";"6097";"2024_06_04";"761";"11898";"0"
"6098";"6098";"2024_06_04";"144";"24373";"0"
"6099";"6099";"2024_06_04";"581";"66677";"1"
"6100";"6100";"2024_06_04";"159";"21841";"1"
"6101";"6101";"2024_06_04";"698";"14374";"0"
"6102";"6102";"2024_06_04";"735";"46380";"0"
"6103";"6103";"2024_06_04";"218";"20096";"2"
"6104";"6104";"2024_06_04";"519";"88333";"0"
"6105";"6105";"2024_06_04";"272";"50700";"2"
"6106";"6106";"2024_06_04";"519";"89594";"0"
"6107";"6107";"2024_06_04";"84";"36898";"2"
"6108";"6108";"2024_06_04";"477";"85120";"2"
"6109";"6109";"2024_06_04";"140";"10793";"0"
"6110";"6110";"2024_06_04";"572";"84412";"0"
"6111";"6111";"2024_06_04";"432";"23564";"1"
"6112";"6112";"2024_06_04";"225";"67325";"2"
"6113";"6113";"2024_06_04";"62";"8205";"1"
"6114";"6114";"2024_06_04";"601";"15011";"2"
"6115";"6115";"2024_06_04";"973";"51096";"0"
"6116";"6116";"2024_06_04";"808";"18190";"2"
"6117";"6117";"2024_06_04";"460";"50882";"1"
"6118";"6118";"2024_06_04";"284";"91640";"1"
"6119";"6119";"2024_06_04";"599";"28248";"1"
"6120";"6120";"2024_06_04";"976";"77816";"0"
"6121";"6121";"2024_06_04";"106";"46304";"1"
"6122";"6122";"2024_06_04";"151";"71712";"1"
"6123";"6123";"2024_06_04";"471";"28301";"0"
"6124";"6124";"2024_06_04";"916";"76199";"0"
"6125";"6125";"2024_06_04";"450";"67499";"2"
"6126";"6126";"2024_06_04";"585";"69409";"1"
"6127";"6127";"2024_06_04";"493";"49385";"0"
"6128";"6128";"2024_06_04";"525";"72240";"2"
"6129";"6129";"2024_06_04";"745";"26959";"2"
"6130";"6130";"2024_06_04";"10";"20096";"1"
"6131";"6131";"2024_06_04";"945";"66617";"2"
"6132";"6132";"2024_06_04";"251";"48729";"1"
"6133";"6133";"2024_06_04";"442";"59549";"1"
"6134";"6134";"2024_06_04";"757";"25712";"0"
"6135";"6135";"2024_06_04";"947";"40062";"1"
"6136";"6136";"2024_06_04";"979";"90698";"0"
"6137";"6137";"2024_06_04";"952";"18458";"1"
"6138";"6138";"2024_06_04";"453";"87711";"2"
"6139";"6139";"2024_06_04";"319";"62297";"1"
"6140";"6140";"2024_06_04";"442";"96927";"2"
"6141";"6141";"2024_06_04";"415";"411";"1"
"6142";"6142";"2024_06_04";"230";"99142";"1"
"6143";"6143";"2024_06_04";"34";"28209";"0"
"6144";"6144";"2024_06_04";"810";"23211";"2"
"6145";"6145";"2024_06_04";"290";"56756";"2"
"6146";"6146";"2024_06_04";"752";"38590";"1"
"6147";"6147";"2024_06_04";"746";"21185";"2"
"6148";"6148";"2024_06_04";"721";"65752";"1"
"6149";"6149";"2024_06_04";"700";"85389";"1"
"6150";"6150";"2024_06_04";"416";"73727";"2"
"6151";"6151";"2024_06_04";"28";"6487";"2"
"6152";"6152";"2024_06_04";"377";"50033";"2"
"6153";"6153";"2024_06_04";"612";"37375";"0"
"6154";"6154";"2024_06_04";"339";"93024";"2"
"6155";"6155";"2024_06_04";"705";"32797";"0"
"6156";"6156";"2024_06_04";"706";"27253";"1"
"6157";"6157";"2024_06_04";"272";"7029";"2"
"6158";"6158";"2024_06_04";"858";"39915";"1"
"6159";"6159";"2024_06_04";"778";"8018";"0"
"6160";"6160";"2024_06_04";"368";"62818";"0"
"6161";"6161";"2024_06_04";"286";"25513";"2"
"6162";"6162";"2024_06_04";"994";"89442";"1"
"6163";"6163";"2024_06_04";"711";"23397";"1"
"6164";"6164";"2024_06_04";"73";"53092";"0"
"6165";"6165";"2024_06_04";"52";"72055";"1"
"6166";"6166";"2024_06_04";"433";"41725";"2"
"6167";"6167";"2024_06_04";"942";"85425";"2"
"6168";"6168";"2024_06_04";"876";"9454";"2"
"6169";"6169";"2024_06_04";"366";"86103";"1"
"6170";"6170";"2024_06_04";"647";"72238";"0"
"6171";"6171";"2024_06_04";"373";"98263";"1"
"6172";"6172";"2024_06_04";"764";"15136";"2"
"6173";"6173";"2024_06_04";"280";"26186";"0"
"6174";"6174";"2024_06_04";"59";"28838";"2"
"6175";"6175";"2024_06_04";"37";"97486";"0"
"6176";"6176";"2024_06_04";"963";"76188";"2"
"6177";"6177";"2024_06_04";"596";"3408";"0"
"6178";"6178";"2024_06_04";"158";"3727";"1"
"6179";"6179";"2024_06_04";"970";"54195";"0"
"6180";"6180";"2024_06_04";"242";"87452";"0"
"6181";"6181";"2024_06_04";"267";"81573";"1"
"6182";"6182";"2024_06_04";"491";"17981";"0"
"6183";"6183";"2024_06_04";"423";"35253";"2"
"6184";"6184";"2024_06_04";"391";"17961";"0"
"6185";"6185";"2024_06_04";"455";"68280";"0"
"6186";"6186";"2024_06_04";"566";"48076";"1"
"6187";"6187";"2024_06_04";"431";"38443";"2"
"6188";"6188";"2024_06_04";"930";"67721";"2"
"6189";"6189";"2024_06_04";"524";"10395";"2"
"6190";"6190";"2024_06_04";"331";"69729";"1"
"6191";"6191";"2024_06_04";"859";"17532";"0"
"6192";"6192";"2024_06_04";"189";"95616";"1"
"6193";"6193";"2024_06_04";"977";"31242";"0"
"6194";"6194";"2024_06_04";"890";"56375";"0"
"6195";"6195";"2024_06_04";"557";"6412";"1"
"6196";"6196";"2024_06_04";"197";"26331";"0"
"6197";"6197";"2024_06_04";"47";"93674";"1"
"6198";"6198";"2024_06_04";"334";"63073";"0"
"6199";"6199";"2024_06_04";"917";"45929";"1"
"6200";"6200";"2024_06_04";"119";"97221";"2"
"6201";"6201";"2024_06_04";"460";"49569";"0"
"6202";"6202";"2024_06_04";"927";"59348";"1"
"6203";"6203";"2024_06_04";"45";"4344";"1"
"6204";"6204";"2024_06_04";"912";"33157";"2"
"6205";"6205";"2024_06_04";"784";"5319";"1"
"6206";"6206";"2024_06_04";"179";"69940";"2"
"6207";"6207";"2024_06_04";"991";"17516";"1"
"6208";"6208";"2024_06_04";"28";"13952";"1"
"6209";"6209";"2024_06_04";"715";"15784";"1"
"6210";"6210";"2024_06_04";"809";"75592";"2"
"6211";"6211";"2024_06_04";"145";"85851";"0"
"6212";"6212";"2024_06_04";"614";"28608";"0"
"6213";"6213";"2024_06_04";"802";"49367";"1"
"6214";"6214";"2024_06_04";"273";"22791";"1"
"6215";"6215";"2024_06_04";"419";"83175";"1"
"6216";"6216";"2024_06_04";"37";"10250";"0"
"6217";"6217";"2024_06_04";"87";"8465";"1"
"6218";"6218";"2024_06_04";"220";"21108";"2"
"6219";"6219";"2024_06_04";"777";"22226";"0"
"6220";"6220";"2024_06_04";"70";"33984";"2"
"6221";"6221";"2024_06_04";"478";"58308";"2"
"6222";"6222";"2024_06_04";"427";"64289";"2"
"6223";"6223";"2024_06_04";"664";"59645";"2"
"6224";"6224";"2024_06_04";"390";"11119";"0"
"6225";"6225";"2024_06_04";"730";"19346";"0"
"6226";"6226";"2024_06_04";"673";"53677";"1"
"6227";"6227";"2024_06_04";"678";"39002";"0"
"6228";"6228";"2024_06_04";"939";"52148";"2"
"6229";"6229";"2024_06_04";"341";"30019";"0"
"6230";"6230";"2024_06_04";"588";"77869";"0"
"6231";"6231";"2024_06_04";"300";"27778";"0"
"6232";"6232";"2024_06_04";"179";"24289";"1"
"6233";"6233";"2024_06_04";"568";"7847";"2"
"6234";"6234";"2024_06_04";"43";"84636";"1"
"6235";"6235";"2024_06_04";"103";"56049";"1"
"6236";"6236";"2024_06_04";"184";"56643";"2"
"6237";"6237";"2024_06_04";"420";"29753";"2"
"6238";"6238";"2024_06_04";"52";"43826";"2"
"6239";"6239";"2024_06_04";"181";"57163";"2"
"6240";"6240";"2024_06_04";"310";"43663";"2"
"6241";"6241";"2024_06_04";"125";"45806";"2"
"6242";"6242";"2024_06_04";"99";"64419";"0"
"6243";"6243";"2024_06_04";"270";"39651";"2"
"6244";"6244";"2024_06_04";"727";"66413";"1"
"6245";"6245";"2024_06_04";"256";"58848";"2"
"6246";"6246";"2024_06_04";"134";"27439";"1"
"6247";"6247";"2024_06_04";"4";"46280";"2"
"6248";"6248";"2024_06_04";"666";"88358";"2"
"6249";"6249";"2024_06_04";"181";"36060";"2"
"6250";"6250";"2024_06_04";"358";"44831";"1"
"6251";"6251";"2024_06_04";"43";"24552";"1"
"6252";"6252";"2024_06_04";"594";"93559";"2"
"6253";"6253";"2024_06_04";"504";"64412";"1"
"6254";"6254";"2024_06_04";"519";"7213";"1"
"6255";"6255";"2024_06_04";"451";"85230";"2"
"6256";"6256";"2024_06_04";"285";"38905";"2"
"6257";"6257";"2024_06_04";"328";"46547";"0"
"6258";"6258";"2024_06_04";"799";"41719";"2"
"6259";"6259";"2024_06_04";"275";"71369";"2"
"6260";"6260";"2024_06_04";"313";"65034";"1"
"6261";"6261";"2024_06_04";"704";"19724";"1"
"6262";"6262";"2024_06_04";"825";"17353";"0"
"6263";"6263";"2024_06_04";"469";"15568";"1"
"6264";"6264";"2024_06_04";"353";"77176";"1"
"6265";"6265";"2024_06_04";"536";"72374";"2"
"6266";"6266";"2024_06_04";"259";"73458";"1"
"6267";"6267";"2024_06_04";"131";"29172";"2"
"6268";"6268";"2024_06_04";"518";"61540";"0"
"6269";"6269";"2024_06_04";"794";"84855";"1"
"6270";"6270";"2024_06_04";"196";"66233";"0"
"6271";"6271";"2024_06_04";"378";"7983";"1"
"6272";"6272";"2024_06_04";"675";"92302";"0"
"6273";"6273";"2024_06_04";"995";"10055";"1"
"6274";"6274";"2024_06_04";"452";"47282";"1"
"6275";"6275";"2024_06_04";"7";"30296";"2"
"6276";"6276";"2024_06_04";"734";"93276";"0"
"6277";"6277";"2024_06_04";"378";"2436";"2"
"6278";"6278";"2024_06_04";"133";"87770";"1"
"6279";"6279";"2024_06_04";"822";"77595";"1"
"6280";"6280";"2024_06_04";"704";"95789";"2"
"6281";"6281";"2024_06_04";"831";"71455";"2"
"6282";"6282";"2024_06_04";"465";"2516";"0"
"6283";"6283";"2024_06_04";"902";"50273";"2"
"6284";"6284";"2024_06_04";"828";"65250";"1"
"6285";"6285";"2024_06_04";"15";"54903";"0"
"6286";"6286";"2024_06_04";"956";"39320";"2"
"6287";"6287";"2024_06_04";"354";"16252";"0"
"6288";"6288";"2024_06_04";"566";"23467";"2"
"6289";"6289";"2024_06_04";"459";"11170";"2"
"6290";"6290";"2024_06_04";"199";"90128";"1"
"6291";"6291";"2024_06_04";"612";"13720";"0"
"6292";"6292";"2024_06_04";"377";"1998";"1"
"6293";"6293";"2024_06_04";"890";"19594";"2"
"6294";"6294";"2024_06_04";"24";"42150";"1"
"6295";"6295";"2024_06_04";"329";"58606";"0"
"6296";"6296";"2024_06_04";"251";"98699";"1"
"6297";"6297";"2024_06_04";"898";"3766";"0"
"6298";"6298";"2024_06_04";"295";"6512";"1"
"6299";"6299";"2024_06_04";"90";"41634";"1"
"6300";"6300";"2024_06_04";"461";"61641";"1"
